group,movie_imdb_link,Cast FB Likes,name,Actor 1 FB Likes,Number of Voted Users,Director FB Likes,Number of Critic for Reviews,Number of Users for Reviews,Budget,Domestic Gross,Imdb Score
Comedy Drama,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,3072,"ThePerezFamily, director: Mira Nair",1000,1761,300,15,19,21996117.23,5587125.756,6.2
Comedy Drama,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,5264,"MadeasFamilyReunion, director: Tyler Perry",1000,8962,0,46,137,14140887.6,89452341.92,5
Horror,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,1982,"JeepersCreepers, director: Victor Salva",1000,86890,108,190,985,16552940.6,62742555.74,6.1
Comedy Drama,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,1898,"TheBestExoticMarigoldHotel, director: John Madden",1000,75306,108,264,266,11705729.56,54295433.43,7.3
Adventure Action,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,3192,"Commando, director: Mark L. Lester",1000,111649,73,124,437,27399984.26,96102644.51,6.7
Comedy Drama,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,4441,"EmployeeoftheMonth, director: Greg Coolidge",1000,37681,27,85,151,14140887.6,40223549.73,5.5
Horror,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,2013,"TheDeadZone, director: David Cronenberg",1000,44804,0,112,182,29181640.84,60598595.36,7.2
Horror,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,2403,"Sinister, director: Ciaríëín Foy",1000,25210,11,189,126,10650240,29544782.86,5.2
Drama,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,5804,"Sparkle, director: Salim Akil",1000,5161,70,82,48,11705729.56,28559017.42,5.7
Comedy Family,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,4789,"ThePerfectMan, director: Mark Rosman",1000,23527,15,65,104,14593396,24130187.58,5.5
Animation,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,3752,"HeyArnoldTheMovie, director: Tuck Tucker",1000,4564,14,33,43,16039671.13,21950208.13,5.9
Thriller Drama,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,3215,"TheGift, director: Joel Edgerton",1000,79909,0,297,279,17082634.7,20513924.45,7.1
Comedy,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,2618,"MacGruber, director: Jorma Taccone",1000,35888,434,163,125,12466882.92,10628765.71,5.5
Comedy Drama,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,4769,"CedarRapids, director: Miguel Arteta",1000,32697,44,212,85,12080312.91,8288425.907,6.3
Drama,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,3858,"AmericanHistoryX, director: Tony Kaye",1000,782437,194,162,1420,18193415.94,12225728.08,8.6
Action,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,3818,"TheCollection, director: Marcus Dunstan",1000,36029,87,147,99,11705729.56,7972484.445,6.1
Drama,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,3745,"BlackorWhite, director: Mike Binder",1000,8058,57,91,57,9891942.912,23708996.68,6.6
Comedy Drama,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,4266,"Bamboozled, director: Spike Lee",1000,8720,0,57,186,17082634.7,3733010.08,6.5
Thriller Drama,http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1,5761,"Edmond, director: Stuart Gordon",1000,9971,216,79,119,14140887.6,186262.3574,6.3
Comedy Drama,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,3146,"Motherhood, director: Katherine Dieckmann",1000,3662,8,43,23,12865823.18,120151.3495,4.7
Animation,http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1,2259,"JungleShuffle, director: Taedong Park",1000,162,0,8,2,10650240,0,4.8
Comedy Drama,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,2227,"ItsaWonderfulAfterlife, director: Gurinder Chadha",1000,1250,98,31,16,12466882.92,0,5.4
Action,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1,3937,"TheDevilsTomb, director: Jason Connery",1000,5715,110,32,60,12865823.18,0,3.8
Horror,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,4686,"NurseD, director: Douglas Aarniokoski",1000,7286,36,129,75,10991047.68,0,4.6
Horror,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,3827,"PoltergeistIII, director: Gary Sherman",1000,13190,17,66,114,23682897.03,35185306.18,4.5
Horror,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,2524,"Alien, director: Ridley Scott",1000,563827,0,392,1110,120880186.6,120720128.1,8.5
Comedy Drama,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,5420,"TheBestMan, director: Malcolm D. Lee",1000,6525,92,32,79,15866351.11,60120742.37,6.7
Comedy Drama,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,2478,"IgbyGoesDown, director: Burr Steers",1000,29058,23,136,238,14435704.01,7662896.742,7
Comedy,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,1991,"TheIcePirates, director: Stewart Raffill",1000,7767,12,41,56,25449105.38,36972997.55,5.7
Comedy Drama,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,3767,"Hamlet, director: Andrew Fleming",1000,15200,26,129,76,34877564.31,8721510.859,6.4
Thriller Drama,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,2310,"TheIInside, director: Roland Suso Richter",1000,9296,3,33,57,13253138.51,0,6.1
Family,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,5673,"TheMuppetMovie, director: James Frawley",1000,25498,21,63,92,26480030.69,253734964,7.7
Comedy Drama,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,3199,"BrownSugar, director: Rick Famuyiwa",1000,5971,44,37,60,12831736.9,43888890.16,6.5
Comedy Drama,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,5190,"Prom, director: Joe Nussbaum",1000,12702,18,83,32,9664250.328,12237621.54,5.4
Comedy Drama,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,3502,"ThePallbearer, director: Matt Reeves",1000,6124,198,18,55,15501139.69,10960057.57,4.9
Comedy Drama,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,2687,"WomanonTop, director: Fina Torres",1000,8546,26,72,86,13666107.76,8572834.812,5.3
Comedy Family,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,1442,"Anomalisa, director: Duke Johnson",1000,31489,26,328,140,8520192,4003729.813,7.3
Comedy Drama,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,2265,"AnotherYear, director: Mike Leigh",1000,23629,608,248,141,9973506.339,3996516.139,7.3
Comedy,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,2404,"ShowdowninLittleTokyo, director: Mark L. Lester",1000,12561,73,45,102,18145214.92,5161308.854,6
Comedy Drama,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,1795,"ClayPigeons, director: David Dobkin",1000,9494,71,49,109,14554732.75,3262732.622,6.6
Drama,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,1610,"Prefontaine, director: Steve James",1000,5673,23,23,37,15020484.2,1109294.677,6.8
Comedy Drama,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,4737,"SoulFood, director: George Tillman Jr.",1000,5275,88,34,30,14081703.94,81659592.73,6.9
Horror,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,4707,"HostelPartII, director: Eli Roth",1000,69989,0,252,384,10276807.85,24040621.55,5.4
Drama,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,1051,"ThePiano, director: Jane Campion",1000,63931,319,83,241,14907704.48,85523064.25,7.6
Horror,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,2212,"DarknessFalls, director: Jonathan Liebesman",1000,25870,474,140,369,10879621.89,50574203.66,4.9
Drama,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,2515,"MyDogSkip, director: Jay Russell",1000,16651,13,79,149,11957844.29,58251169.36,7
Comedy Drama,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,5959,"JumpingtheBroom, director: Salim Akil",1000,7973,70,52,59,8456219.037,45054002.96,5.7
Adventure Action,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,2951,"LogansRun, director: Michael Anderson",1000,39847,23,112,242,25466286.99,90951024.95,6.8
Comedy,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,5282,"ActionJackson, director: Craig R. Baxley",1000,7569,22,35,65,17450555.71,50499415.28,5.2
Horror,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,3544,"TheDevilsRejects, director: Rob Zombie",1000,76267,0,261,687,10215377.2,24874415.76,6.9
Thriller Drama,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,4837,"InTooDeep, director: Michael Rymer",1000,4598,48,28,29,12340495.31,24727724.07,6.1
Horror,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,2444,"HouseofCorpses, director: Rob Zombie",1000,60709,0,202,922,10879621.89,19637658.45,6
Drama,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,2158,"Redbelt, director: David Mamet",1000,18561,342,158,119,9294270.663,3113377.526,6.8
Drama,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,2589,"TheMightyMacs, director: Tim Chambers",1000,1119,2,34,12,8456219.037,2285517.889,6.5
Comedy Drama,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,5213,"ChairmanoftheBoard, director: Alex Zamm",1000,5143,43,12,62,12735391.16,558019.357,2.3
Horror,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,3150,"Twixt, director: Francis Ford Coppola",1000,8589,0,112,70,7939932.844,0,4.8
Thriller Drama,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1,2728,"PerriersBounty, director: Ian Fitzgibbon",1000,5133,11,54,31,8228142.73,1032.257906,6.4
Horror,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,2323,"Annabelle, director: John R. Leonetti",1000,81699,40,271,291,7144180.992,92625749.69,5.4
Adventure Action,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,1904,"Tracker, director: Ian Sharp",1000,2892,9,12,18,7852203.392,0,6.5
Drama,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,1163,"TheDamnedUnited, director: Tom Hooper",1000,32307,0,145,75,8234126.833,578788.3544,7.6
Comedy Drama,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,3254,"Mallrats, director: Kevin Smith",1000,99033,0,93,434,12197846.83,4215989.79,7.2
Comedy Family,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,5127,"Grease, director: Randal Kleiser",1000,170027,116,124,350,20495543.75,621062012.9,7.2
Drama,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,1582,"TheWrestler, director: Darren Aronofsky",1000,251349,0,391,547,7966517.711,34837904.6,7.9
Horror,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,3221,"TalesfromtheHood, director: Rusty Cundieff",1000,4582,38,25,52,11997882.12,23564978.29,6.1
Thriller Drama,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,1184,"TheLastKingofScotland, director: Kevin Macdonald",1000,145580,162,252,351,8484532.559,24897413.94,7.7
Comedy Drama,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,2697,"Cigarettes, director: Risa Bramon Garcia",1000,13010,112,67,182,10577567.41,12080375.3,5.9
Comedy Drama,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,4484,"College, director: Deb Hagan",1000,11011,0,42,78,7966517.711,6233124.283,4.6
Comedy Drama,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,2103,"LittleVoice, director: Mark Herman",1000,13892,39,64,160,10916049.56,8359874.625,7
Drama,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,2163,"TheGreatest, director: Shana Feste",1000,7394,19,63,50,7480129.754,144443.7989,6.7
Comedy Drama,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,2387,"TheSting, director: George Roy Hill",1000,175607,131,119,252,21992235.14,638239962.8,8.3
Horror,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,4134,"SawII, director: Darren Lynn Bousman",1000,188679,163,250,864,7296698.001,126999164.4,6.6
Comedy Drama,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,2990,"ClerksII, director: Kevin Smith",1000,114797,0,174,472,7070443.799,34147511.53,7.4
Comedy Drama,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,2868,"ThePlayersClub, director: Ice Cube",1000,4345,0,22,26,9096707.97,41932074.08,5.6
Horror,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,1410,"AsAboveSoBelow, director: John Erick Dowdle",1000,49948,66,196,211,5495523.84,23325547.6,6.1
Thriller Drama,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,2840,"Addicted, director: Bille Woodruff",1000,5975,23,9,33,5495523.84,19114278.23,5.2
Horror,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,4856,"TheHauntingofMollyHartley, director: Mickey Liddell",1000,7904,7,74,113,6638764.759,17848202.21,3.8
Comedy Drama,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,2691,"SlumsofBeverlyHills, director: Tamara Jenkins",1000,9427,84,60,79,9096707.97,10011423.8,6.6
Drama,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,3207,"DesertBlue, director: Morgan J. Freeman",1000,1884,204,31,28,8814639.506,174789.0126,6.2
Thriller Drama,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,1681,"BornofWar, director: Vicky Jewson",1000,237,3,8,3,5325120,0,4.4
Action,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,5191,"CapricornOne, director: Peter Hyams",1000,15988,0,64,153,5325120,0,6.8
Horror,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,2990,"Hostel, director: Eli Roth",1000,138814,0,303,1516,6787626.047,66923833.51,5.9
Comedy Drama,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,3690,"TristramShandyACockandBullStory, director: Michael Winterbottom",1000,11202,187,122,123,6716921.609,1772437.235,6.8
Drama,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,1662,"TheBlueLagoon, director: Randal Kleiser",1000,50125,116,36,140,14433156.26,153709249.3,5.7
Comedy Drama,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,1862,"FourWeddingsandaFuneral, director: Mike Newell",1000,107923,179,84,197,9286360.764,108755319.7,7.1
Comedy Drama,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,5002,"FastTimesatRidgemontHigh, director: Amy Heckerling",1000,71217,143,118,228,13551954,81591436.35,7.2
Drama,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,2235,"RequiemforaDream, director: Darren Aronofsky",1000,573541,0,234,1916,7687185.616,6210361.097,8.4
Comedy Drama,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,5041,"LifeDuringWartime, director: Todd Solondz",1000,5465,377,159,37,5610097.316,350876.6798,6.5
Thriller Drama,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,1291,"SexyBeast, director: Jonathan Glazer",1000,43135,143,149,346,7117764.459,11497765.24,7.3
Thriller Drama,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,2412,"TheCryingGame, director: Neil Jordan",1000,41361,277,63,148,8791286.299,137466475.7,7.3
Action,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,4777,"RedState, director: Kevin Smith",1000,53342,0,270,287,4832125.164,1287071.57,6.2
Thriller Drama,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,3408,"Zipper, director: Mora Stephens",1000,4091,5,35,20,4792608,0,5.7
Comedy Drama,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,2323,"TheFullMonty, director: Peter Cattaneo",1000,82232,11,122,174,6571461.838,86274135.19,7.2
Thriller Drama,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,1183,"LordsofLondon, director: Antonio Simoncini",1000,610,0,3,18,3663682.56,0,3.1
Comedy Drama,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,2861,"HighAnxiety, director: Mel Brooks",1000,15115,0,55,102,11985793.99,109504463,6.7
Comedy Drama,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,3608,"Choke, director: Clark Gregg",1000,28573,0,159,72,4514360.036,3885755.318,6.5
Comedy Drama,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,2016,"Beginners, director: Mike Mills",1000,73349,101,261,142,3865700.131,6995581.155,7.2
Documentary,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1,1964,"TheOriginalKingsofComedy, director: Spike Lee",1000,4687,0,53,83,5124790.411,65201037.71,6.6
Horror,http://www.imdb.com/title/tt1922777/?ref_=fn_tt_tt_1,2239,"Sinister, director: Scott Derrickson",1000,155153,301,411,524,10650240,29544782.86,6.8
Comedy,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,4815,"NextDayAir, director: Benny Boom",1000,8265,23,49,20,3859746.953,12900621.37,5.9
Drama,http://www.imdb.com/title/tt0240200/?ref_=fn_tt_tt_1,1394,"Water, director: Deepa Mehta",1000,12560,375,91,147,4242266.279,7818700.382,7.8
Comedy Drama,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1,3692,"PleaseGive, director: Nicole Holofcener",1000,9808,132,133,53,3740064.877,5028609.482,6.6
Drama,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,4374,"FortMcCoy, director: Kate Connor",1000,266,27,8,8,3297314.304,86772.12322,5.9
Comedy Drama,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1,2890,"FourSingleFathers, director: Paolo Monico",1000,118,3,2,1,3859746.953,0,5.1
Horror,http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1,3024,"SomethingWicked, director: Darin Scott",1000,976,39,7,15,3195072,0,4.8
Comedy Drama,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,2703,"YoungFrankenstein, director: Mel Brooks",1000,112671,0,129,315,10848882.73,334378064.2,8
Comedy Drama,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,4701,"BlazingSaddles, director: Mel Brooks",1000,95294,0,121,363,10073962.54,463014816.6,7.8
Documentary,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,1385,"KevinHartLetMeExplain, director: Leslie Small",1000,6062,15,26,30,2835690.301,36573657.08,6.7
Horror,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,2406,"Antibirth, director: Danny Perez",1000,63,0,10,2,2580000,0,6.3
Drama,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,5963,"GetontheBus, director: Spike Lee",1000,4100,0,28,35,4650341.908,11028778,6.8
Drama,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,3586,"RedemptionRoad, director: Mario Van Peebles",1000,440,535,12,9,2778471.969,35496.79146,5.9
Thriller Drama,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,3799,"Eden, director: Shyam Madiraju",1000,1351,0,5,4,2373600,0,4.8
Drama,http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1,2555,"BoomTown, director: Jack Conway",1000,2269,6,12,34,22613442.81,103705248.7,7.1
Drama,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,2186,"Thirteen, director: Catherine Hardwicke",1000,68222,308,126,545,3108463.397,7151086.876,6.8
Thriller Drama,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,2739,"Captive, director: Jerry Jameson",1000,3911,5,39,22,2130048,2751277.564,5.3
Thriller Drama,http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1,1917,"Subway, director: Luc Besson",1000,11031,0,30,45,5479996.852,1070405.045,6.5
Film.Noir,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,1055,"TheLadyfromShanghai, director: Orson Welles",1000,19236,0,90,175,2130048,0,7.7
Drama,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,2032,"NowhereBoy, director: Sam Taylor-Johnson",1000,29019,456,205,75,2368707.755,1801920.87,7.2
Drama,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,3970,"IntheBedroom, director: Todd Field",1000,32415,143,179,510,2813999.902,59475715.38,7.5
Comedy Drama,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,4762,"Buffalo, director: Vincent Gallo",1000,36657,787,106,318,2729012.391,4331135.515,7.5
Horror,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,5158,"TheLordsofSalem, director: Rob Zombie",1000,20376,0,234,166,1701414.181,1322430.978,5.1
Family,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,2658,"BatmanTheMovie, director: Leslie H. Martinson",1000,22975,7,53,155,2280664.156,0,6.5
Film.Noir,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,2888,"Rebecca, director: Alfred Hitchcock",1000,87424,13000,144,276,14563057.17,67840328.44,8.2
Comedy Drama,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,4289,"ButImaCheerleader, director: Jamie Babbit",1000,19986,91,99,186,2049916.164,3767792.033,6.6
Comedy Drama,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,1805,"BlueLikeJazz, director: Steve Taylor",1000,2582,14,38,89,1404687.548,696511.9794,6
Horror,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,4438,"TheHowling, director: Joe Dante",1000,22773,287,161,195,3107914.785,55895847.41,6.6
Horror,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,2665,"ChernobylDiaries, director: Bradley Parker",1000,52642,18,270,271,1170572.956,21210360.56,5
Horror,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,3155,"CryWolf, director: Jeff Wadlow",1000,23021,65,137,220,1459339.6,14662968.56,5.9
Comedy Drama,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,3085,"TheBrokenHeartsClubARomanticComedy, director: Greg Berlanti",1000,6084,112,51,120,1708263.47,2980677.182,7
Comedy,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,1587,"BubbaHoTep, director: Don Coscarelli",1000,38893,152,260,366,1554231.698,1925977.499,7.2
Comedy Drama,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,4720,"WristcuttersALoveStory, director: Goran Dukic",1000,46076,21,117,88,1370241.046,611353.5964,7.4
Comedy Drama,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,2504,"AndThenCameLove, director: Richard Schenkman",1000,443,29,6,4,1355168.395,11178.42646,4.8
Thriller Drama,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,3336,"WindsorDrive, director: Natalie Bible'",1000,169,8,7,6,905270.4,3467.718144,3.2
Drama,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,2359,"TheYoungUnknowns, director: Catherine Jelski",1000,122,0,13,3,1243385.359,90398.77827,4.2
Horror,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,1558,"DonkeyPunch, director: Oliver Blackburn",1000,9376,4,114,74,964936.7383,24917.23975,5.2
Documentary,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,1359,"TheHadzaLastoftheFirst, director: Bill Benenson",1000,5,0,1,1,714418.0992,0,7.4
